,time,temperature,displacement,velocity,force,friction_0,wind
693,693.0,36.620783326456745,21007.391849776654,28.0810916585444,263.1073860228466,147.29041937747402,-0.0
694,694.0,36.154525972470964,21035.501023954792,28.137142047633976,263.3296498816181,132.51249214052422,-0.0
695,695.0,35.71259924648762,21063.68083720026,28.22230914013127,263.34757477508225,124.03924107629527,0.0
696,696.0,35.562503499352715,21091.953740728743,28.323290703755163,263.1386845097671,129.3541653923511,-0.0
697,697.0,35.65015947533401,21120.32149346708,28.412030835927396,262.74460267875423,133.78688947256222,-0.0
698,698.0,35.73843468191643,21148.772622498433,28.49006464706704,262.2008712273262,131.07695078107295,-0.0
699,699.0,35.944686886347036,21177.30345068808,28.571421659613026,261.5094754990298,118.77207923569931,-0.0
700,700.0,34.83504303613074,21205.926684958253,28.674831902130467,260.63052162556005,131.6916221812525,-0.0
701,701.0,34.211300515531704,21234.638934919152,28.7495110832729,259.6398318206303,127.24221711500738,-0.0
702,702.0,35.10357856051359,21263.42883320719,28.83011546750033,258.53121742885145,146.0225606415213,-0.0
703,703.0,35.854021083927265,21292.27901694255,28.870169836790197,257.4023777077822,144.42342826999726,0.0
704,704.0,36.009898101741115,21321.169467485255,28.910648117122204,256.25363628390716,142.11476887672336,-0.0
705,705.0,35.08365820705513,21350.10129226044,28.95291459649618,255.08225930003087,126.83168290760804,0.0
706,706.0,35.79084968123816,21379.0891651115,29.022683039673908,253.82844873644655,144.85043329679974,0.0
707,707.0,34.772958532276895,21408.127168412062,29.053260021361492,252.58458307117064,105.63764510123231,-0.0
708,708.0,35.03635146378833,21437.233356889403,29.158893634411935,251.18306015922303,126.7629805734162,-0.0
709,709.0,33.66247181030533,21466.4220693348,29.21840462831359,249.7363403936131,110.49621733561273,-0.0
710,710.0,34.57810811703657,21495.68466392628,29.30659595986875,248.1835022891412,135.34920628744013,0.0
711,711.0,34.2780779835019,21525.008586749587,29.341177316434575,246.65033859840426,125.81461199921627,0.0
712,712.0,33.88645313407953,21554.374832579422,29.391209520240615,245.10129426815158,121.30462104675415,0.0
713,713.0,33.401590067437475,21583.7937342408,29.446475745756487,243.52574037677988,108.43500554648728,-0.0
714,714.0,34.92354561006233,21613.278787323332,29.52346413399772,241.87709328667967,123.8849916322772,0.0
715,715.0,35.28365294824021,21642.823301578675,29.565475341224523,240.23760518051893,143.1171287056271,0.0
716,716.0,36.138380387738835,21672.3887730179,29.56546804941349,238.70003186122406,144.4725248301988,0.0
717,717.0,37.2325790830998,21701.95135748928,29.559712751431825,237.27082291112626,151.2452816945298,0.0
718,718.0,36.1499145730167,21731.500058158825,29.53773588840484,235.97930698412404,141.51029328605082,0.0
719,719.0,37.116623557026436,21761.035331894847,29.53282227200504,234.77902561209595,151.81586064842708,-0.0
720,720.0,38.47298378332004,21790.55426875012,29.5051113351116,233.7150024872888,143.6248378944088,0.0
721,721.0,36.88772943813885,21820.0527717047,29.4919223991637,232.74649899485402,128.81569153929144,0.0
722,722.0,35.558144715119276,21849.551951279667,29.50640587739121,231.80603968461585,121.71971354344198,-0.0
723,723.0,34.637028149382424,21879.07164851352,29.532931288141494,230.86510136010625,127.38108777281575,0.0
724,724.0,34.623957592932264,21908.611124239414,29.545992505910878,229.9536577770083,136.25035508423088,-0.0
725,725.0,35.95641226632778,21938.153838431965,29.53944978548078,229.11347472718938,154.518125058855,-0.0
726,726.0,36.10641851266543,21967.67102868425,29.495026108304767,228.42440211557368,131.7060677130598,0.0
727,727.0,35.64485126762363,21997.16611150179,29.495138352573246,227.777968220041,137.48408890330188,0.0
728,728.0,37.06890988496362,22026.654909320663,29.48248406409873,227.19993322064843,152.9303233235756,0.0
729,729.0,36.940746426155805,22056.115181297362,29.438154884301653,226.75656087480579,153.49851338564744,0.0
730,730.0,35.53988801569465,22085.5304057396,29.39239195408972,226.44270251405223,141.92505493393858,0.0
731,731.0,36.02369148121669,22114.91137520247,29.36959582413701,226.19916823139062,131.66607338364835,0.0
732,732.0,33.94198349939207,22144.279668402603,29.36699609243534,225.97659427672784,126.30695502953483,0.0
733,733.0,34.382200853973266,22173.650492502762,29.374636412184774,225.75086360302402,137.42237577918075,0.0
734,734.0,33.3109399609432,22203.01761616569,29.35964272714736,225.5725966617714,112.76118072189092,-0.0
735,735.0,33.98483085451968,22232.394218601286,29.39349114219776,225.3300291097572,127.21260350800745,-0.0
736,736.0,35.658116175308756,22261.78982047125,29.397703457597384,225.0931870217427,152.44327333130173,-0.0
737,737.0,36.14974945328301,22291.16425115492,29.351257203243737,224.9745739253927,142.25257356932357,-0.0
738,738.0,34.13255240178619,22320.502565221468,29.325426374783696,224.92091342812418,138.62525289934803,-0.0
739,739.0,35.10588865553315,22349.818774323823,29.30703099653186,224.91159622637966,131.93340283535719,-0.0
740,740.0,35.01994360606652,22379.123360601276,29.302152099029286,224.91373463252438,131.7646804111575,-0.0
741,741.0,34.78818011323188,22408.42326972613,29.297675834859028,224.92571768881388,119.63966413818943,-0.0
742,742.0,34.34541850619407,22437.73081564411,29.31737410130988,224.89304761272345,130.5075334701038,0.0
743,743.0,33.780411054384835,22467.047079096385,29.315157728846554,224.8673530401757,121.52064374429956,-0.0
744,744.0,35.2511807157316,22496.370062656755,29.33077617248408,224.8084501772179,134.0108382204483,-0.0
745,745.0,35.29787574285466,22525.69606934876,29.321257023629663,224.77443254707802,142.0762638167588,-0.0
746,746.0,34.81486906874718,22555.004554180774,29.29576728538778,224.79935038995978,123.71960482660181,0.0
747,747.0,32.73981319842936,22584.306015931645,29.30713218252233,224.7973823146488,127.33010177686707,0.0
748,748.0,33.01105981699318,22613.615172374277,29.311171931807525,224.7865324450942,112.809769999335,-0.0
749,749.0,33.98410191413855,22642.9427877767,29.343990095827404,224.70321746879944,123.87233344163944,0.0
750,750.0,32.95758188619874,22672.291911690372,29.354236067314627,224.60226133595768,100.80004688074519,-0.0
751,751.0,34.69046271781885,22701.674085831823,29.40999328924757,224.38337344514514,139.1276846084772,0.0
752,752.0,34.03797599289753,22731.073277021016,29.388435225955725,224.22614410009155,120.19758785772115,-0.0
753,753.0,33.797810648833014,22760.469740995064,29.404458534506315,224.04301279525598,119.76843775496332,0.0
754,754.0,34.4449444152364,22789.88236899072,29.420762637936242,223.83497019684597,152.78233860891046,0.0
755,755.0,32.98110297413634,22819.278118558614,29.370843387497153,223.75110018078863,113.66466577035749,-0.0
756,756.0,33.04553082478821,22848.6631360301,29.399131961863635,223.60942648607966,128.85088156166017,0.0
757,757.0,32.31929597790996,22878.060997793247,29.396596990156777,223.4822259237045,114.82483595341726,0.0
758,758.0,32.60816955431755,22907.47017917883,29.421711768842734,223.3069995175378,124.09216484158453,0.0
759,759.0,30.79294913059263,22936.89491047676,29.42773814581972,223.1292637894963,96.30343718124115,0.0
760,760.0,31.005734204894505,22966.35311906375,29.488548382172393,222.8271679772968,93.36948759826313,-0.0
761,761.0,31.22244836282049,22995.874361586724,29.553796158215647,222.3986288400652,108.45442440925493,-0.0
